TransactionDate,GroupCostPrice,GroupQuantity
06/06/23,73081.17,32.34
06/07/23,12511.1,5.071
06/08/23,11318.42,5.095
06/09/23,0,0
06/10/23,34997.79,16.06
06/11/23,3020.655,1.321
06/12/23,13774.3,6.166
06/13/23,14532.03,6.225
06/14/23,21220.36,9.902
06/15/23,9713.041,4.355
06/16/23,0,0
06/17/23,45053,20.49
06/18/23,33905.85,16
06/19/23,16717.12,7.602
06/20/23,45323.41,20.82
06/21/23,27110.52,12.67
06/22/23,114362.7,54.09
06/23/23,0,0
06/24/23,17862.97,8.392
06/25/23,12553.6,5.95
06/26/23,11766.61,5.547
06/27/23,0,0
06/28/23,0,0
06/29/23,0,0
06/30/23,0,0
07/01/23,0,0
07/02/23,9594.452,4.557
07/03/23,20059.35,9.509
07/04/23,8858.366,4.206
07/05/23,35988.92,17
07/06/23,14757.88,7.014
07/07/23,0,0
07/08/23,48384.64,23
07/09/23,12623.37,6
07/10/23,25003.52,11.89
07/11/23,35734.49,16.5
07/12/23,21533.93,10.25
07/13/23,17317.33,8
07/14/23,0,0
07/15/23,17758.43,8.308
07/16/23,23917.39,11.17
07/17/23,29028.25,13.31
07/18/23,13946.58,6.521
07/19/23,27833.42,13.01
07/20/23,22972.38,10.5
07/21/23,0,0
07/22/23,18950.88,8.819
07/23/23,4333.606,2.036
07/24/23,15974.36,7.5
07/25/23,5683.305,2.671
07/26/23,7935.131,3.711
07/27/23,12435.69,5.832
07/28/23,0,0
07/29/23,29161.8,13.69
07/30/23,8906.248,4.184
07/31/23,14021.45,6.603
